Date,Latitude,Longitude,Abundance per m2,Species
2/14/96,34.717,-121.55,96.495,Thysanoessa spinifera - All phases and stages
4/15/96,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
4/15/96,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
4/15/96,32.85,-117.53299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/15/96,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
4/16/96,32.516999999999996,-118.21700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/16/96,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
4/16/96,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
4/16/96,32.016999999999996,-119.23299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/16/96,31.85,-119.56700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/17/96,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
4/19/96,31.416999999999998,-122.0,0.0,Thysanoessa spinifera - All phases and stages
4/20/96,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
4/20/96,31.75,-121.31700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/21/96,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
4/21/96,32.917,-118.93299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/22/96,33.883,-118.48299999999999,4.205,Thysanoessa spinifera - All phases and stages
4/22/96,33.833,-118.633,232.22400000000002,Thysanoessa spinifera - All phases and stages
4/22/96,33.65,-118.98299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/22/96,33.483000000000004,-117.76700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/22/96,33.417,-117.9,11.772,Thysanoessa spinifera - All phases and stages
4/22/96,33.25,-118.25,2.5660000000000003,Thysanoessa spinifera - All phases and stages
4/23/96,33.483000000000004,-119.31700000000001,55.346000000000004,Thysanoessa spinifera - All phases and stages
4/23/96,33.317,-119.667,24.345,Thysanoessa spinifera - All phases and stages
4/23/96,33.15,-120.0,26.819000000000003,Thysanoessa spinifera - All phases and stages
4/23/96,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
4/23/96,32.65,-121.03299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/24/96,32.317,-121.71700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/24/96,32.0,-122.4,0.0,Thysanoessa spinifera - All phases and stages
4/26/96,33.75,-120.417,0.0,Thysanoessa spinifera - All phases and stages
4/26/96,33.25,-121.45,37.888000000000005,Thysanoessa spinifera - All phases and stages
4/27/96,34.45,-120.53299999999999,242.80700000000002,Thysanoessa spinifera - All phases and stages
4/27/96,34.317,-120.8,118.164,Thysanoessa spinifera - All phases and stages
4/27/96,34.283,-120.03299999999999,484.161,Thysanoessa spinifera - All phases and stages
4/27/96,34.233000000000004,-119.417,56.997,Thysanoessa spinifera - All phases and stages
4/27/96,34.183,-119.51700000000001,239.449,Thysanoessa spinifera - All phases and stages
4/27/96,33.883,-120.133,983.442,Thysanoessa spinifera - All phases and stages
4/28/96,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
4/28/96,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
4/30/96,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
4/30/96,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
4/30/96,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
4/30/96,34.05,-122.95,0.0,Thysanoessa spinifera - All phases and stages
5/1/96,35.083,-120.78299999999999,800.732,Thysanoessa spinifera - All phases and stages
5/1/96,35.016999999999996,-120.917,98.676,Thysanoessa spinifera - All phases and stages
1/29/97,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1/29/97,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1/29/97,32.85,-117.53299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/29/97,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
1/30/97,32.516999999999996,-118.21700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/30/97,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1/30/97,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1/30/97,32.016999999999996,-119.23299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/30/97,31.85,-119.56700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/31/97,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
2/3/97,32.65,-119.48299999999999,0.0,Thysanoessa spinifera - All phases and stages
2/3/97,32.417,-119.96700000000001,0.0,Thysanoessa spinifera - All phases and stages
2/3/97,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
2/3/97,31.75,-121.31700000000001,0.0,Thysanoessa spinifera - All phases and stages
2/4/97,33.483000000000004,-117.76700000000001,0.0,Thysanoessa spinifera - All phases and stages
2/4/97,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
2/4/97,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
2/4/97,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
2/4/97,32.917,-118.93299999999999,0.0,Thysanoessa spinifera - All phases and stages
2/5/97,33.883,-118.48299999999999,0.0,Thysanoessa spinifera - All phases and stages
2/5/97,33.817,-118.633,0.0,Thysanoessa spinifera - All phases and stages
2/5/97,33.65,-118.98299999999999,0.0,Thysanoessa spinifera - All phases and stages
2/5/97,33.483000000000004,-119.31700000000001,0.0,Thysanoessa spinifera - All phases and stages
2/5/97,33.317,-119.667,0.0,Thysanoessa spinifera - All phases and stages
2/5/97,33.167,-120.0,0.0,Thysanoessa spinifera - All phases and stages
2/6/97,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
2/6/97,32.65,-121.03299999999999,0.0,Thysanoessa spinifera - All phases and stages
2/6/97,32.317,-121.71700000000001,0.0,Thysanoessa spinifera - All phases and stages
2/6/97,31.983,-122.4,0.0,Thysanoessa spinifera - All phases and stages
2/8/97,32.917,-122.133,0.0,Thysanoessa spinifera - All phases and stages
2/9/97,34.233000000000004,-119.417,0.0,Thysanoessa spinifera - All phases and stages
2/9/97,34.183,-119.51700000000001,0.0,Thysanoessa spinifera - All phases and stages
2/9/97,33.883,-120.133,4.663,Thysanoessa spinifera - All phases and stages
2/9/97,33.75,-120.417,11.544,Thysanoessa spinifera - All phases and stages
2/9/97,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
2/9/97,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
2/10/97,34.45,-120.51700000000001,2.841,Thysanoessa spinifera - All phases and stages
2/10/97,34.317,-120.8,0.0,Thysanoessa spinifera - All phases and stages
2/10/97,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
2/10/97,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
2/10/97,34.283,-120.03299999999999,57.083999999999996,Thysanoessa spinifera - All phases and stages
2/11/97,33.483000000000004,-122.53299999999999,0.0,Thysanoessa spinifera - All phases and stages
2/13/97,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
2/13/97,34.717,-121.55,3.591,Thysanoessa spinifera - All phases and stages
2/13/97,34.55,-121.9,0.0,Thysanoessa spinifera - All phases and stages
2/13/97,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
2/14/97,35.083,-120.78299999999999,0.0,Thysanoessa spinifera - All phases and stages
2/14/97,35.016999999999996,-120.917,0.0,Thysanoessa spinifera - All phases and stages
4/2/97,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
4/2/97,32.917,-117.4,11.257,Thysanoessa spinifera - All phases and stages
4/2/97,32.85,-117.53299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/2/97,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
4/3/97,32.516999999999996,-118.21700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/3/97,32.35,-118.56700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/3/97,32.183,-118.883,0.0,Thysanoessa spinifera - All phases and stages
4/3/97,32.016999999999996,-119.23299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/3/97,31.85,-119.56700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/4/97,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
4/6/97,31.75,-121.31700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/7/97,32.65,-119.48299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/7/97,32.417,-119.96700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/7/97,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
4/8/97,33.483000000000004,-117.76700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/8/97,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
4/8/97,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
4/8/97,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
4/8/97,32.917,-118.93299999999999,0.0,Thysanoessa spinifera - All phases and stages
4/9/97,33.883,-118.5,0.0,Thysanoessa spinifera - All phases and stages
4/9/97,33.833,-118.633,0.0,Thysanoessa spinifera - All phases and stages
4/9/97,33.65,-118.96700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/11/97,32.65,-121.01700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/13/97,32.917,-122.133,3.935,Thysanoessa spinifera - All phases and stages
4/14/97,34.183,-119.51700000000001,9.797,Thysanoessa spinifera - All phases and stages
4/14/97,33.883,-120.133,11.936,Thysanoessa spinifera - All phases and stages
4/14/97,33.75,-120.417,0.0,Thysanoessa spinifera - All phases and stages
4/14/97,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
4/14/97,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
4/15/97,34.45,-120.51700000000001,12.4,Thysanoessa spinifera - All phases and stages
4/15/97,34.317,-120.8,0.0,Thysanoessa spinifera - All phases and stages
4/15/97,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
4/15/97,34.283,-120.03299999999999,23.999000000000002,Thysanoessa spinifera - All phases and stages
4/15/97,34.217,-119.417,0.0,Thysanoessa spinifera - All phases and stages
4/16/97,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
4/17/97,34.05,-122.95,9.129,Thysanoessa spinifera - All phases and stages
4/18/97,34.717,-121.55,63.228,Thysanoessa spinifera - All phases and stages
4/18/97,34.383,-122.25,15.254000000000001,Thysanoessa spinifera - All phases and stages
4/19/97,35.083,-120.78299999999999,1.6869999999999998,Thysanoessa spinifera - All phases and stages
4/19/97,35.016999999999996,-120.917,93.415,Thysanoessa spinifera - All phases and stages
4/19/97,34.883,-121.2,95.274,Thysanoessa spinifera - All phases and stages
1/23/98,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1/23/98,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1/23/98,32.85,-117.53,0.0,Thysanoessa spinifera - All phases and stages
1/23/98,32.683,-117.87,0.0,Thysanoessa spinifera - All phases and stages
1/24/98,32.516999999999996,-118.22,0.0,Thysanoessa spinifera - All phases and stages
1/24/98,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1/24/98,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1/24/98,32.016999999999996,-119.23,0.0,Thysanoessa spinifera - All phases and stages
1/24/98,31.85,-119.57,0.0,Thysanoessa spinifera - All phases and stages
1/25/98,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1/27/98,31.75,-121.32,0.0,Thysanoessa spinifera - All phases and stages
1/28/98,33.183,-118.38,0.0,Thysanoessa spinifera - All phases and stages
1/28/98,32.917,-118.93,0.0,Thysanoessa spinifera - All phases and stages
1/28/98,32.65,-119.48,0.0,Thysanoessa spinifera - All phases and stages
1/28/98,32.417,-119.97,0.0,Thysanoessa spinifera - All phases and stages
1/28/98,32.083,-120.63,0.0,Thysanoessa spinifera - All phases and stages
1/29/98,33.883,-118.48,0.0,Thysanoessa spinifera - All phases and stages
1/29/98,33.817,-118.62,0.473,Thysanoessa spinifera - All phases and stages
1/29/98,33.483000000000004,-117.77,0.0,Thysanoessa spinifera - All phases and stages
1/29/98,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
1/29/98,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
1/30/98,33.667,-118.98,0.0,Thysanoessa spinifera - All phases and stages
1/30/98,33.483000000000004,-119.32,0.0,Thysanoessa spinifera - All phases and stages
1/30/98,33.333,-119.67,0.0,Thysanoessa spinifera - All phases and stages
1/30/98,33.15,-120.0,0.0,Thysanoessa spinifera - All phases and stages
1/31/98,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
1/31/98,32.333,-121.72,0.0,Thysanoessa spinifera - All phases and stages
2/4/98,33.75,-120.42,0.0,Thysanoessa spinifera - All phases and stages
2/4/98,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
2/4/98,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
2/5/98,34.266999999999996,-120.02,0.0,Thysanoessa spinifera - All phases and stages
2/5/98,34.233000000000004,-119.42,0.0,Thysanoessa spinifera - All phases and stages
2/5/98,34.183,-119.52,0.0,Thysanoessa spinifera - All phases and stages
2/5/98,33.883,-120.13,0.0,Thysanoessa spinifera - All phases and stages
2/7/98,34.317,-120.8,0.0,Thysanoessa spinifera - All phases and stages
2/7/98,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
2/8/98,33.483000000000004,-122.53,0.0,Thysanoessa spinifera - All phases and stages
2/9/98,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
2/9/98,34.05,-122.93,0.0,Thysanoessa spinifera - All phases and stages
2/10/98,35.083,-120.78,0.0,Thysanoessa spinifera - All phases and stages
2/10/98,35.016999999999996,-120.92,1.673,Thysanoessa spinifera - All phases and stages
2/10/98,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
2/10/98,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
4/2/98,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
4/2/98,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
4/2/98,32.85,-117.53,0.0,Thysanoessa spinifera - All phases and stages
4/3/98,32.683,-117.87,0.0,Thysanoessa spinifera - All phases and stages
4/3/98,32.516999999999996,-118.22,0.0,Thysanoessa spinifera - All phases and stages
4/3/98,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
4/3/98,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
4/3/98,32.016999999999996,-119.23,0.0,Thysanoessa spinifera - All phases and stages
4/4/98,31.85,-119.57,0.0,Thysanoessa spinifera - All phases and stages
4/4/98,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
4/4/98,31.183000000000003,-120.92,0.0,Thysanoessa spinifera - All phases and stages
4/5/98,30.85,-121.58,0.0,Thysanoessa spinifera - All phases and stages
4/7/98,32.417,-119.97,0.0,Thysanoessa spinifera - All phases and stages
4/7/98,32.083,-120.63,0.0,Thysanoessa spinifera - All phases and stages
4/7/98,31.75,-121.32,0.0,Thysanoessa spinifera - All phases and stages
4/8/98,33.483000000000004,-117.77,0.0,Thysanoessa spinifera - All phases and stages
4/8/98,33.25,-118.25,6.273,Thysanoessa spinifera - All phases and stages
4/8/98,33.183,-118.38,0.0,Thysanoessa spinifera - All phases and stages
4/8/98,32.917,-118.93,13.07,Thysanoessa spinifera - All phases and stages
4/8/98,32.65,-119.48,0.0,Thysanoessa spinifera - All phases and stages
4/9/98,33.883,-118.48,0.423,Thysanoessa spinifera - All phases and stages
4/9/98,33.817,-118.63,3.627,Thysanoessa spinifera - All phases and stages
4/9/98,33.65,-118.97,60.077,Thysanoessa spinifera - All phases and stages
4/9/98,33.483000000000004,-119.32,0.0,Thysanoessa spinifera - All phases and stages
4/9/98,33.317,-119.67,0.0,Thysanoessa spinifera - All phases and stages
4/9/98,33.417,-117.9,5.997999999999999,Thysanoessa spinifera - All phases and stages
4/10/98,33.15,-120.0,0.0,Thysanoessa spinifera - All phases and stages
4/10/98,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
4/10/98,32.65,-121.03,0.0,Thysanoessa spinifera - All phases and stages
4/10/98,32.317,-121.72,0.0,Thysanoessa spinifera - All phases and stages
4/13/98,33.75,-120.42,0.0,Thysanoessa spinifera - All phases and stages
4/13/98,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
4/13/98,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
4/13/98,32.917,-122.13,0.0,Thysanoessa spinifera - All phases and stages
4/14/98,34.45,-120.52,0.0,Thysanoessa spinifera - All phases and stages
4/14/98,34.283,-120.03,7.105,Thysanoessa spinifera - All phases and stages
4/14/98,34.233000000000004,-119.42,0.0,Thysanoessa spinifera - All phases and stages
4/14/98,34.183,-119.52,0.0,Thysanoessa spinifera - All phases and stages
4/14/98,33.883,-120.13,0.0,Thysanoessa spinifera - All phases and stages
4/15/98,34.317,-120.8,35.539,Thysanoessa spinifera - All phases and stages
4/15/98,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
4/15/98,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
4/15/98,33.483000000000004,-122.53,0.0,Thysanoessa spinifera - All phases and stages
4/17/98,35.016999999999996,-120.92,55.126999999999995,Thysanoessa spinifera - All phases and stages
4/17/98,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
4/17/98,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
4/17/98,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
4/17/98,34.05,-122.95,0.0,Thysanoessa spinifera - All phases and stages
4/18/98,35.633,-121.28,0.0,Thysanoessa spinifera - All phases and stages
4/18/98,35.483000000000004,-121.62,71.976,Thysanoessa spinifera - All phases and stages
4/18/98,35.317,-121.97,117.86399999999999,Thysanoessa spinifera - All phases and stages
4/18/98,35.15,-122.32,0.0,Thysanoessa spinifera - All phases and stages
4/18/98,35.083,-120.78,45.032,Thysanoessa spinifera - All phases and stages
4/19/98,35.2,-123.77,0.0,Thysanoessa spinifera - All phases and stages
4/19/98,34.983000000000004,-122.67,0.0,Thysanoessa spinifera - All phases and stages
4/19/98,34.65,-123.37,0.0,Thysanoessa spinifera - All phases and stages
4/20/98,36.183,-121.73,119.495,Thysanoessa spinifera - All phases and stages
4/20/98,36.05,-122.02,38.02,Thysanoessa spinifera - All phases and stages
4/20/98,35.883,-122.37,57.544,Thysanoessa spinifera - All phases and stages
4/20/98,35.717,-122.72,9.072000000000001,Thysanoessa spinifera - All phases and stages
4/20/98,35.55,-123.07,0.0,Thysanoessa spinifera - All phases and stages
4/21/98,36.817,-121.98,713.538,Thysanoessa spinifera - All phases and stages
4/21/98,36.783,-122.05,3966.653,Thysanoessa spinifera - All phases and stages
4/21/98,36.617,-122.42,0.0,Thysanoessa spinifera - All phases and stages
4/21/98,36.45,-122.77,8.51,Thysanoessa spinifera - All phases and stages
4/21/98,36.283,-123.13,3.283,Thysanoessa spinifera - All phases and stages
4/21/98,36.117,-123.48,0.0,Thysanoessa spinifera - All phases and stages
4/22/98,35.783,-124.2,8.539,Thysanoessa spinifera - All phases and stages
1/9/99,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1/9/99,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1/9/99,32.85,-117.53299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/9/99,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
1/10/99,32.516999999999996,-118.21700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/10/99,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1/10/99,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1/10/99,32.016999999999996,-119.23299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/10/99,31.85,-119.56700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/11/99,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1/11/99,31.183000000000003,-120.917,0.0,Thysanoessa spinifera - All phases and stages
1/11/99,30.85,-121.583,0.0,Thysanoessa spinifera - All phases and stages
1/12/99,30.75,-123.333,0.0,Thysanoessa spinifera - All phases and stages
1/12/99,30.416999999999998,-124.0,0.0,Thysanoessa spinifera - All phases and stages
1/13/99,31.083000000000002,-122.667,0.0,Thysanoessa spinifera - All phases and stages
1/13/99,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
1/13/99,31.75,-121.31700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/13/99,31.416999999999998,-121.98299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/14/99,32.917,-118.93299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/14/99,32.65,-119.48299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/14/99,32.417,-119.96700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/15/99,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
1/15/99,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
1/15/99,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
1/16/99,33.883,-118.48299999999999,6.5520000000000005,Thysanoessa spinifera - All phases and stages
1/16/99,33.817,-118.633,0.0,Thysanoessa spinifera - All phases and stages
1/16/99,33.483000000000004,-117.76700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/17/99,33.65,-118.98299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/17/99,33.483000000000004,-119.31700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/17/99,33.317,-119.667,13.415999999999999,Thysanoessa spinifera - All phases and stages
1/17/99,33.15,-120.0,0.0,Thysanoessa spinifera - All phases and stages
1/17/99,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
1/18/99,32.65,-121.03299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/18/99,31.983,-122.4,0.0,Thysanoessa spinifera - All phases and stages
1/20/99,33.75,-120.417,15.788,Thysanoessa spinifera - All phases and stages
1/20/99,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
1/20/99,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
1/20/99,32.917,-122.133,0.0,Thysanoessa spinifera - All phases and stages
1/21/99,34.45,-120.51700000000001,6.069,Thysanoessa spinifera - All phases and stages
1/21/99,34.283,-120.03299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/21/99,34.233000000000004,-119.417,0.0,Thysanoessa spinifera - All phases and stages
1/21/99,34.183,-119.51700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/21/99,33.883,-120.133,0.0,Thysanoessa spinifera - All phases and stages
1/22/99,34.15,-121.15,8.924,Thysanoessa spinifera - All phases and stages
1/22/99,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1/22/99,33.483000000000004,-122.53299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/22/99,33.15,-123.21700000000001,0.0,Thysanoessa spinifera - All phases and stages
1/24/99,35.083,-120.78299999999999,0.0,Thysanoessa spinifera - All phases and stages
1/24/99,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
1/24/99,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
1/24/99,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
1/24/99,34.05,-122.95,0.0,Thysanoessa spinifera - All phases and stages
1/25/99,35.016999999999996,-120.917,19.621,Thysanoessa spinifera - All phases and stages
4/1/99,32.95,-117.3,13.818,Thysanoessa spinifera - All phases and stages
4/1/99,32.9167,-117.4,19.35,Thysanoessa spinifera - All phases and stages
4/1/99,32.85,-117.53299999999999,55.688,Thysanoessa spinifera - All phases and stages
4/1/99,32.6833,-117.867,37.461,Thysanoessa spinifera - All phases and stages
4/2/99,32.5167,-118.21700000000001,0.0,Thysanoessa spinifera - All phases and stages
4/2/99,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
