"Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
29612,736542,438,NA,2.96,0,38.6,NA
29612,736543,500,NA,3.09,0,40.2,NA
29612,736544,517,NA,3.12,0,40.7,NA
29613,736545,0,NA,0.27,0,0,NA
29613,736546,3,NA,0.27,0,0,NA
29613,736547,10,NA,0.27,0,0,NA
29613,736548,15,NA,0.27,0,0,NA
29613,736549,20,NA,0.27,0,0,NA
29613,736550,30,NA,0.28,0,0,NA
29613,736551,45,NA,0.27,0,0.1,NA
29613,736552,50,NA,0.27,0,0.1,NA
29613,736553,59,NA,0.28,0,0.1,NA
29613,736554,74,NA,0.26,0,0,NA
29613,736555,75,NA,0.26,0,0,NA
29613,736556,84,NA,0.26,0,0.1,NA
29613,736557,96,NA,0.36,0.08,0.4,NA
29613,736558,100,NA,0.4,0.11,0.8,NA
29613,736559,105,NA,0.45,0.13,1.5,NA
29613,736560,115,NA,0.55,0.09,3.2,NA
29613,736561,124,NA,0.82,0.02,7.6,NA
29613,736562,125,NA,0.85,0.02,8,NA
29613,736563,139,NA,1.18,0.01,13.4,NA
29613,736564,150,NA,1.43,0,17.1,NA
29613,736565,165,NA,1.71,0,21.1,NA
29613,736566,194,NA,2.04,0,25.4,NA
29613,736567,200,NA,2.07,0,25.8,NA
29613,736568,228,NA,2.16,0,27,NA
29613,736569,250,NA,2.26,0,28,NA
29613,736570,269,NA,2.34,0,28.8,NA
29613,736571,300,NA,2.45,0,30,NA
29613,736572,318,NA,2.52,0,30.7,NA
29613,736573,379,NA,2.79,0,33.1,NA
29613,736574,400,NA,2.85,0,34,NA
29613,736575,439,NA,2.94,0,35.7,NA
29613,736576,500,NA,3.07,0,37.6,NA
29613,736577,515,NA,3.1,0,38.1,NA
29614,736578,0,NA,0.26,0,0,NA
29614,736579,2,NA,0.26,0,0,NA
29614,736580,10,NA,0.26,0,0,NA
29614,736581,15,NA,0.26,0,0,NA
29614,736582,20,NA,0.26,0,0,NA
29614,736583,30,NA,0.26,0,0,NA
29614,736584,45,NA,0.27,0,0,NA
29614,736585,50,NA,0.27,0,0,NA
29614,736586,55,NA,0.27,0,0,NA
29614,736587,65,NA,0.29,0,0,NA
29614,736588,75,NA,0.34,0.04,0.2,NA
29614,736589,85,NA,0.42,0.14,1.2,NA
29614,736590,95,NA,0.58,0.03,3.9,NA
29614,736591,100,NA,0.65,0.03,5.1,NA
29614,736592,109,NA,0.76,0.02,7,NA
29614,736593,125,NA,0.88,0.01,8.9,NA
29614,736594,144,NA,1.13,0.01,13.2,NA
29614,736595,150,NA,1.2,0.01,14.4,NA
29614,736596,171,NA,1.44,0,18.3,NA
29614,736597,200,NA,1.86,0,24.6,NA
29614,736598,228,NA,1.9,0,25.8,NA
29614,736599,250,NA,2.07,0,27.6,NA
29614,736600,269,NA,2.25,0,29.2,NA
29614,736601,300,NA,2.42,0,31.1,NA
29614,736602,319,NA,2.5,0,32.2,NA
29614,736603,378,NA,2.73,0,35.4,NA
29614,736604,400,NA,2.82,0,36.3,NA
29614,736605,440,NA,2.96,0,37.5,NA
29614,736606,500,NA,3.08,0,38.8,NA
29614,736607,512,NA,3.1,0,39,NA
29615,736608,0,0.96,0.25,0,0,NA
29615,736609,2,0.96,0.25,0,0,NA
29615,736610,10,NA,0.25,0,0,NA
29615,736611,20,0.4,0.25,0,0,NA
29615,736612,30,0.24,0.25,0,0,NA
29615,736613,31,NA,0.25,0,0,NA
29615,736614,42,0.14,0.25,0,0,NA
29615,736615,50,0.09,0.25,0,0,NA
29615,736616,54,NA,0.25,0,0,NA
29615,736617,67,0.04,0.25,0,0,NA
29615,736618,75,0.03,0.29,0,0,NA
29615,736619,77,NA,0.3,0,0,NA
29615,736620,87,0.02,0.33,0.03,0,NA
29615,736621,95,NA,0.35,0.12,0.2,NA
29615,736622,100,0.01,0.37,0.19,0.4,NA
29615,736623,103,NA,0.39,0.22,0.6,NA
29615,736624,112,NA,0.42,0.11,1.2,NA
29615,736625,122,0,0.51,0.03,2.7,NA
29615,736626,125,NA,0.53,0.03,3,NA
29615,736627,131,NA,0.57,0.02,3.7,NA
29615,736628,139,NA,0.65,0.02,5.1,NA
29615,736629,150,NA,0.78,0.02,7.3,NA
29615,736630,164,NA,0.99,0.01,10.7,NA
29615,736631,193,NA,1.53,0,19.6,NA
29615,736632,200,NA,1.6,0,20.8,NA
29615,736633,229,NA,1.81,0,24.1,NA
29615,736634,250,NA,1.96,0,26.3,NA
29615,736635,269,NA,2.08,0,27.9,NA
29615,736636,300,NA,2.24,0,29.8,NA
29615,736637,317,NA,2.31,0,30.7,NA
29615,736638,382,NA,2.57,0,34.2,NA
29615,736639,400,NA,2.63,0,35.1,NA
29615,736640,434,NA,2.75,0,36.4,NA
29615,736641,500,NA,3,0,37.5,NA
29615,736642,514,NA,3.05,0,37.7,NA
29616,736643,0,NA,0.28,0,0.1,NA
29616,736644,4,NA,0.28,0,0.1,NA
29616,736645,10,NA,0.28,0,0.1,NA
29616,736646,16,NA,0.28,0,0.1,NA
29616,736647,20,NA,0.28,0,0.1,NA
29616,736648,30,NA,0.28,0,0.1,NA
29616,736649,31,NA,0.28,0,0.1,NA
29616,736650,46,NA,0.28,0,0.1,NA
29616,736651,50,NA,0.28,0,0.1,NA
29616,736652,60,NA,0.27,0,0.1,NA
29616,736653,72,NA,0.27,0,0.1,NA
29616,736654,75,NA,0.27,0,0.1,NA
29616,736655,84,NA,0.25,0,0.1,NA
29616,736656,94,NA,0.33,0.07,0.3,NA
29616,736657,100,NA,0.41,0.08,1.3,NA
29616,736658,103,NA,0.46,0.08,2,NA
29616,736659,112,NA,0.63,0.03,4.4,NA
29616,736660,124,NA,0.73,0.01,6.5,NA
29616,736661,125,NA,0.74,0.01,6.7,NA
29616,736662,139,NA,0.91,0.01,9.5,NA
29616,736663,150,NA,1,0.01,11.3,NA
29616,736664,164,NA,1.13,0,13.7,NA
29616,736665,195,NA,1.66,0,21.7,NA
29616,736666,200,NA,1.69,0,22.3,NA
29616,736667,231,NA,1.81,0,24.9,NA
29616,736668,250,NA,1.98,0,26.9,NA
29616,736669,271,NA,2.18,0,29.1,NA
29616,736670,300,NA,2.36,0,31.8,NA
29616,736671,318,NA,2.45,0,33.2,NA
29616,736672,378,NA,2.69,0,36.2,NA
29616,736673,400,NA,2.79,0,37.4,NA
29616,736674,441,NA,2.96,0,39.3,NA
29616,736675,500,NA,3.1,0,41,NA
29616,736676,503,NA,3.11,0,41.1,NA
29617,736677,0,NA,0.3,0,0,NA
29617,736678,2,NA,0.3,0,0,NA
29617,736679,10,NA,0.3,0,0,NA
29617,736680,17,NA,0.3,0,0,NA
29617,736681,20,NA,0.3,0,0,NA
29617,736682,30,NA,0.31,0,0,NA
29617,736683,31,NA,0.31,0,0,NA
29617,736684,46,NA,0.31,0,0,NA
29617,736685,50,NA,0.31,0,0,NA
29617,736686,61,NA,0.3,0,0,NA
29617,736687,74,NA,0.34,0.01,0.1,NA
29617,736688,75,NA,0.34,0.02,0.1,NA
29617,736689,86,NA,0.38,0.14,0.4,NA
29617,736690,99,NA,0.47,0.16,1.5,NA
29617,736691,100,NA,0.48,0.15,1.6,NA
29617,736692,108,NA,0.55,0.05,2.8,NA
29617,736693,112,NA,0.58,0.03,3.4,NA
29617,736694,125,NA,0.7,0.01,5.6,NA
29617,736695,143,NA,0.78,0.01,7.5,NA
29617,736696,150,NA,0.93,0.01,10,NA
29617,736697,163,NA,1.24,0,15.1,NA
29617,736698,194,NA,1.54,0,19.3,NA
29617,736699,200,NA,1.54,0,19.7,NA
29617,736700,231,NA,1.54,0,21.2,NA
29617,736701,250,NA,1.66,0,23.2,NA
29617,736702,275,NA,1.87,0,26,NA
29617,736703,300,NA,2.04,0,28.2,NA
29617,736704,317,NA,2.15,0,29.6,NA
29617,736705,374,NA,2.5,0,34.3,NA
29617,736706,400,NA,2.66,0,36.3,NA
29617,736707,434,NA,2.86,0,38.6,NA
29617,736708,500,NA,3.07,0,40.6,NA
29617,736709,520,NA,3.14,0,41.2,NA
29618,736710,0,0.96,0.29,0,0.1,NA
29618,736711,2,0.96,0.29,0,0.1,NA
29618,736712,10,0.78,0.28,0,0,NA
29618,736713,12,NA,0.28,0,0,NA
29618,736714,20,0.47,0.28,0,0,NA
29618,736715,22,0.4,0.28,0,0,NA
29618,736716,30,0.27,0.28,0,0,NA
29618,736717,33,NA,0.28,0,0,NA
29618,736718,44,0.14,0.29,0,0,NA
29618,736719,50,0.1,0.29,0,0,NA
29618,736720,53,NA,0.29,0,0,NA
29618,736721,63,NA,0.32,0.01,0,NA
29618,736722,69,0.04,0.39,0.09,0.4,NA
29618,736723,75,0.03,0.44,0.2,0.9,NA
29618,736724,81,NA,0.48,0.25,1.5,NA
29618,736725,90,0.02,0.53,0.1,2.4,NA
29618,736726,100,0.01,0.83,0.02,7.7,NA
29618,736727,102,NA,0.9,0.01,9,NA
29618,736728,113,NA,1.18,0.01,13.8,NA
29618,736729,125,0,1.31,0.01,16,NA
29618,736730,126,0,1.32,0.01,16.1,NA
29618,736731,144,NA,1.59,0,20.5,NA
29618,736732,150,NA,1.63,0,21.2,NA
29618,736733,169,NA,1.72,0,22.7,NA
29618,736734,199,NA,1.96,0,26.3,NA
29618,736735,200,NA,1.97,0,26.4,NA
29618,736736,229,NA,2.15,0,28.8,NA
29618,736737,250,NA,2.2,0,29.7,NA
29618,736738,270,NA,2.24,0,30.3,NA
29618,736739,300,NA,2.37,0,32,NA
29618,736740,317,NA,2.46,0,33.1,NA
29618,736741,378,NA,2.73,0,36.6,NA
29618,736742,400,NA,2.82,0,37.6,NA
29618,736743,436,NA,2.95,0,39,NA
29618,736744,500,NA,3.11,0,40.6,NA
29618,736745,514,NA,3.15,0,41,NA
29619,736746,0,NA,0.24,0,0.1,NA
29619,736747,2,NA,0.24,0,0.1,NA
29619,736748,10,NA,0.24,0,0,NA
29619,736749,16,NA,0.24,0,0,NA
29619,736750,20,NA,0.24,0,0,NA
29619,736751,30,NA,0.24,0,0.1,NA
29619,736752,46,NA,0.24,0,0.1,NA
29619,736753,50,NA,0.24,0,0.1,NA
29619,736754,61,NA,0.24,0,0.1,NA
29619,736755,75,NA,0.3,0.03,0.1,NA
29619,736756,76,NA,0.31,0.03,0.1,NA
29619,736757,86,NA,0.4,0.17,0.5,NA
29619,736758,98,NA,0.62,0.09,3.7,NA
29619,736759,100,NA,0.67,0.07,4.6,NA
29619,736760,107,NA,0.82,0.03,7.5,NA
29619,736761,116,NA,0.91,0.02,9.1,NA
29619,736762,124,NA,0.93,0.01,9.8,NA
29619,736763,125,NA,0.95,0.01,10.1,NA
29619,736764,140,NA,1.32,0.01,16.1,NA
29619,736765,150,NA,1.51,0.01,19.3,NA
29619,736766,162,NA,1.69,0,22.3,NA
29619,736767,194,NA,1.87,0,25.1,NA
29619,736768,200,NA,1.89,0,25.5,NA
29619,736769,224,NA,1.97,0,26.9,NA
29619,736770,250,NA,2.11,0,28.8,NA
29619,736771,269,NA,2.22,0,30.1,NA
29619,736772,300,NA,2.37,0,31.8,NA
29619,736773,321,NA,2.46,0,32.9,NA
29619,736774,375,NA,2.7,0,36.3,NA
29619,736775,400,NA,2.79,0,37.4,NA
29619,736776,438,NA,2.92,0,38.8,NA
29619,736777,500,NA,3.08,0,40.8,NA
29619,736778,523,NA,3.14,0,41.5,NA
29620,736779,0,NA,0.23,0,0.1,NA
29620,736780,2,NA,0.23,0,0.1,NA
29620,736781,10,NA,0.23,0,0.1,NA
29620,736782,16,NA,0.23,0,0.1,NA
29620,736783,20,NA,0.23,0,0.1,NA
29620,736784,30,NA,0.23,0,0.1,NA
29620,736785,32,NA,0.23,0,0.1,NA
29620,736786,47,NA,0.23,0,0.1,NA
29620,736787,50,NA,0.23,0,0.1,NA
29620,736788,62,NA,0.23,0,0.1,NA
29620,736789,75,NA,0.23,0,0.1,NA
29620,736790,76,NA,0.23,0,0.1,NA
29620,736791,86,NA,0.23,0,0.1,NA
29620,736792,94,NA,0.26,0,0.1,NA
29620,736793,100,NA,0.26,0.01,0.1,NA
29620,736794,106,NA,0.27,0.04,0.1,NA
29620,736795,116,NA,0.32,0.11,0.8,NA
29620,736796,125,NA,0.41,0.06,2.1,NA
29620,736797,138,NA,0.52,0.02,3.8,NA
29620,736798,150,NA,0.75,0.02,7.6,NA
29620,736799,165,NA,0.51,0.02,3.8,NA
29620,736800,194,NA,1.66,0,22.2,NA
29620,736801,200,NA,1.73,0,23.2,NA
29620,736802,228,NA,1.96,0,26.5,NA
29620,736803,250,NA,2.04,0,27.7,NA
29620,736804,271,NA,2.1,0,28.4,NA
29620,736805,300,NA,2.23,0,30.3,NA
29620,736806,321,NA,2.35,0,31.9,NA
29620,736807,379,NA,2.73,0,36.5,NA
29620,736808,400,NA,2.83,0,37.8,NA
29620,736809,431,NA,2.94,0,39.3,NA
29620,736810,500,NA,3.1,0,41.1,NA
29620,736811,509,NA,3.12,0,41.3,NA
29621,736812,0,0.96,0.25,0,0,NA
29621,736813,3,0.96,0.25,0,0,NA
29621,736814,10,0.64,0.24,0,0,NA
29621,736815,14,0.4,0.24,0,0,NA
29621,736816,15,NA,0.27,0,0,NA
29621,736817,20,0.26,0.26,0,0,NA
29621,736818,30,0.14,0.24,0,0,NA
29621,736819,31,0.14,0.24,0,0,NA
29621,736820,38,NA,0.24,0,0,NA
29621,736821,48,0.04,0.24,0,0,NA
29621,736822,50,0.03,0.24,0,0,NA
29621,736823,59,0.02,0.24,0,0,NA
29621,736824,74,NA,0.24,0,0,NA
29621,736825,75,0.01,0.24,0,0,NA
29621,736826,84,0,0.25,0.01,0,NA
29621,736827,95,NA,0.27,0.06,0.1,NA
29621,736828,100,NA,0.29,0.11,0.4,NA
29621,736829,104,NA,0.32,0.14,0.7,NA
29621,736830,115,NA,0.41,0.06,2.1,NA
29621,736831,125,NA,0.46,0.04,2.9,NA
29621,736832,142,NA,0.63,0.01,5.7,NA
29621,736833,150,NA,0.73,0.01,7.4,NA
29621,736834,165,NA,0.97,0,11.2,NA
29621,736835,193,NA,1.57,0,21.1,NA
29621,736836,200,NA,1.64,0,22.2,NA
29621,736837,230,NA,1.84,0,25,NA
29621,736838,250,NA,1.98,0,27,NA
29621,736839,269,NA,2.11,0,28.8,NA
29621,736840,300,NA,2.27,0,30.9,NA
29621,736841,323,NA,2.38,0,32.2,NA
29621,736842,379,NA,2.64,0,35.4,NA
29621,736843,400,NA,2.73,0,36.6,NA
29621,736844,442,NA,2.89,0,38.7,NA
29621,736845,500,NA,3.03,0,40.2,NA
29621,736846,514,NA,3.07,0,40.6,NA
29622,736847,0,NA,0.25,0,0,NA
29622,736848,3,NA,0.25,0,0,NA
29622,736849,10,NA,0.25,0,0,NA
29622,736850,16,NA,0.25,0,0,NA
29622,736851,20,NA,0.25,0,0,NA
29622,736852,30,NA,0.25,0,0,NA
29622,736853,31,NA,0.25,0,0,NA
29622,736854,45,NA,0.25,0,0,NA
29622,736855,50,NA,0.25,0,0,NA
29622,736856,63,NA,0.25,0,0,NA
29622,736857,75,NA,0.25,0,0,NA
29622,736858,76,NA,0.25,0,0,NA
29622,736859,87,NA,0.29,0.04,0.1,NA
29622,736860,96,NA,0.31,0.09,0.4,NA
29622,736861,100,NA,0.35,0.09,0.8,NA
29622,736862,105,NA,0.41,0.09,1.5,NA
29622,736863,116,NA,0.56,0.02,3.8,NA
29622,736864,125,NA,0.64,0.01,5.2,NA
29622,736865,127,NA,0.66,0.01,5.6,NA
29622,736866,138,NA,0.85,0.01,8.6,NA
29622,736867,150,NA,1.11,0.01,12.9,NA
29622,736868,166,NA,1.45,0,18.5,NA
29622,736869,196,NA,1.8,0,24.4,NA
29622,736870,200,NA,1.82,0,24.8,NA
29622,736871,232,NA,1.97,0,26.8,NA
29622,736872,250,NA,2.09,0,28.3,NA
29622,736873,264,NA,2.18,0,29.5,NA
29622,736874,300,NA,2.34,0,31.6,NA
29622,736875,316,NA,2.4,0,32.4,NA
29622,736876,378,NA,2.61,0,35.1,NA
29622,736877,400,NA,2.71,0,36.3,NA
29622,736878,438,NA,2.87,0,38.2,NA
29622,736879,500,NA,3.05,0,40.4,NA
29622,736880,515,NA,3.09,0,40.9,NA
29623,736881,0,NA,0.3,0,0,NA
29623,736882,4,NA,0.3,0,0,NA
29623,736883,10,NA,0.3,0,0,NA
29623,736884,15,NA,0.3,0,0,NA
29623,736885,20,NA,0.3,0,0,NA
29623,736886,30,NA,0.3,0,0,NA
29623,736887,47,NA,0.3,0,0,NA
29623,736888,50,NA,0.3,0,0,NA
29623,736889,60,NA,0.31,0.01,0.1,NA
29623,736890,75,NA,0.47,0.22,1.5,NA
29623,736891,76,NA,0.48,0.23,1.6,NA
29623,736892,86,NA,0.56,0.12,3.1,NA
29623,736893,93,NA,0.77,0.02,6.9,NA
29623,736894,100,NA,0.93,0.01,9.7,NA
29623,736895,106,NA,1.06,0.01,11.8,NA
29623,736896,114,NA,1.24,0.01,14.7,NA
29623,736897,125,NA,1.37,0,16.8,NA
29623,736898,126,NA,1.38,0,17,NA
29623,736899,140,NA,1.69,0,22,NA
29623,736900,150,NA,1.81,0,23.8,NA
29623,736901,166,NA,1.92,0,25.4,NA
29623,736902,195,NA,2.1,0,27.9,NA
29623,736903,200,NA,2.12,0,28.1,NA
29623,736904,229,NA,2.2,0,29.2,NA
29623,736905,250,NA,2.28,0,30.4,NA
29623,736906,268,NA,2.36,0,31.5,NA
29623,736907,300,NA,2.49,0,33.2,NA
29623,736908,319,NA,2.57,0,34.2,NA
29623,736909,377,NA,2.85,0,37.2,NA
29623,736910,400,NA,2.93,0,38,NA
29623,736911,438,NA,3.03,0,39.1,NA
29623,736912,500,NA,3.16,0,40.1,NA
29623,736913,517,NA,3.19,0,40.4,NA
29624,736914,0,NA,0.31,0.02,0.1,NA
29624,736915,3,NA,0.31,0.02,0.1,NA
29624,736916,10,NA,0.31,0.02,0.1,NA
29624,736917,20,NA,0.31,0.02,0.1,NA
29624,736918,21,NA,0.31,0.02,0.1,NA
29624,736919,30,NA,0.31,0.02,0.1,NA
29624,736920,41,NA,0.31,0.03,0.2,NA
29624,736921,50,NA,0.36,0.12,0.8,NA
29624,736922,51,NA,0.37,0.13,0.9,NA
29624,736923,61,NA,0.61,0.1,4.1,NA
29624,736924,71,NA,0.81,0.02,7.4,NA
29624,736925,75,NA,0.91,0.02,9.1,NA
29624,736926,86,NA,1.2,0.01,14.1,NA
29624,736927,100,NA,1.57,0.01,20.1,NA
29624,736928,120,NA,1.77,0.01,23.4,NA
29624,736929,125,NA,1.83,0.01,24.4,NA
29624,736930,139,NA,1.99,0,26.8,NA
29624,736931,150,NA,2.07,0,28,NA
29624,736932,170,NA,2.17,0,29.3,NA
29624,736933,200,NA,2.25,0,30.3,NA
29624,736934,231,NA,2.39,0,32.1,NA
29624,736935,250,NA,2.45,0,32.9,NA
29624,736936,269,NA,2.51,0,33.6,NA
29624,736937,300,NA,2.62,0,35.2,NA
29624,736938,320,NA,2.7,0,36.3,NA
29624,736939,378,NA,2.92,0,38.6,NA
29624,736940,400,NA,3,0,39.2,NA
29624,736941,440,NA,3.12,0,40.1,NA
29624,736942,500,NA,3.19,0,41.1,NA
29624,736943,517,NA,3.21,0,41.4,NA
29625,736944,0,0.96,0.33,0.03,0.3,NA
29625,736945,2,0.96,0.33,0.03,0.3,NA
29625,736946,10,0.62,0.32,0.03,0.3,NA
29625,736947,14,0.4,0.32,0.03,0.3,NA
29625,736948,20,0.25,0.32,0.03,0.3,NA
29625,736949,21,NA,0.32,0.03,0.3,NA
29625,736950,28,0.14,0.33,0.04,0.3,NA
29625,736951,30,0.12,0.33,0.04,0.3,NA
29625,736952,37,NA,0.33,0.04,0.4,NA
29625,736953,45,0.04,0.47,0.1,2.3,NA
29625,736954,50,0.03,0.62,0.08,4.4,NA
29625,736955,52,NA,0.67,0.07,5.2,NA
29625,736956,59,0.02,0.73,0.07,6,NA
29625,736957,70,NA,0.98,0.02,10.4,NA
29625,736958,75,0.01,1.07,0.02,11.9,NA
29625,736959,83,0,1.2,0.02,14,NA
29625,736960,92,NA,1.37,0.01,16.7,NA
29625,736961,100,NA,1.5,0.01,18.9,NA
29625,736962,101,NA,1.52,0.01,19.1,NA
29625,736963,119,NA,1.71,0.01,22.1,NA
29625,736964,125,NA,1.77,0.01,22.9,NA
29625,736965,138,NA,1.87,0,24.5,NA
29625,736966,150,NA,1.94,0,25.6,NA
29625,736967,170,NA,2.04,0.01,27,NA
29625,736968,200,NA,2.22,0,29.1,NA
29625,736969,228,NA,2.35,0.01,30.6,NA
29625,736970,250,NA,2.44,0.01,31.9,NA
29625,736971,269,NA,2.51,0.01,32.9,NA
29625,736972,300,NA,2.66,0,34.3,NA
29625,736973,318,NA,2.75,0,35,NA
29625,736974,379,NA,2.94,0,36.9,NA
29625,736975,400,NA,2.99,0,37.6,NA
29625,736976,440,NA,3.07,0,38.8,NA
29625,736977,500,NA,3.18,0,40.4,NA
29625,736978,514,NA,3.2,0,40.8,NA
29626,736979,0,NA,0.33,0.02,0.3,NA
29626,736980,2,NA,0.33,0.02,0.3,NA
29626,736981,10,NA,0.32,0.02,0.3,NA
29626,736982,11,NA,0.32,0.02,0.3,NA
29626,736983,20,NA,0.32,0.01,0.3,NA
29626,736984,30,NA,0.32,0.02,0.3,NA
29626,736985,31,NA,0.32,0.02,0.3,NA
29626,736986,39,NA,0.35,0.02,0.6,NA
29626,736987,50,NA,0.62,0.07,4.4,NA
29626,736988,51,NA,0.65,0.07,4.8,NA
29626,736989,60,NA,0.81,0.03,7.6,NA
29626,736990,71,NA,1.03,0.02,11.1,NA
29626,736991,75,NA,1.11,0.02,12.4,NA
29626,736992,86,NA,1.3,0.01,15.5,NA
29626,736993,100,NA,1.49,0.01,18,NA
29626,736994,121,NA,1.88,0.01,22.8,NA
29626,736995,125,NA,1.91,0.01,23.2,NA
29626,736996,141,NA,1.97,0,24.3,NA
29626,736997,150,NA,2.04,0,25.2,NA
29626,736998,169,NA,2.18,0,26.8,NA
29626,736999,198,NA,2.16,0,27.8,NA
29626,737000,200,NA,2.17,0,27.9,NA
29626,737001,220,NA,2.25,0,28.8,NA
29626,737002,250,NA,2.35,0,29.8,NA
29626,737003,267,NA,2.4,0,30.4,NA
29626,737004,300,NA,2.53,0,32.2,NA
29626,737005,319,NA,2.61,0,33.2,NA
29626,737006,379,NA,2.83,0.01,35.6,NA
29626,737007,400,NA,2.9,0.01,36.5,NA
29626,737008,439,NA,3.02,0,37.9,NA
29626,737009,500,NA,3.13,0,39.4,NA
29626,737010,506,NA,3.14,0,39.6,NA
29627,737011,0,NA,0.31,0.01,0.1,NA
29627,737012,3,NA,0.31,0.01,0.1,NA
29627,737013,10,NA,0.31,0.01,0.1,NA
29627,737014,20,NA,0.32,0.01,0.1,NA
29627,737015,21,NA,0.32,0.01,0.1,NA
29627,737016,30,NA,0.32,0.01,0.2,NA
29627,737017,40,NA,0.52,0.17,3.1,NA
29627,737018,50,NA,0.85,0.12,8,NA
29627,737019,51,NA,0.89,0.12,8.5,NA
29627,737020,61,NA,1.2,0.04,13.4,NA
29627,737021,71,NA,1.39,0.03,15.8,NA
29627,737022,75,NA,1.47,0.03,16.8,NA
29627,737023,85,NA,1.63,0.02,19.1,NA
29627,737024,100,NA,1.74,0.02,20.4,NA
29627,737025,121,NA,1.78,0.01,21.8,NA
29627,737026,125,NA,1.82,0.01,22.3,NA
29627,737027,140,NA,1.97,0.01,24.4,NA
29627,737028,150,NA,2.03,0.01,25.4,NA
29627,737029,169,NA,2.11,0.01,26.7,NA
29627,737030,200,NA,2.17,0.01,27.6,NA
29627,737031,230,NA,2.29,0.01,29.3,NA
29627,737032,250,NA,2.35,0.01,30.2,NA
29627,737033,269,NA,2.41,0.01,31,NA
29627,737034,300,NA,2.56,0.01,32.6,NA
29627,737035,319,NA,2.65,0.01,33.5,NA
29627,737036,379,NA,2.83,0.01,35.7,NA
29627,737037,400,NA,2.93,0.01,36.3,NA
29627,737038,437,NA,3.08,0.01,37.3,NA
29627,737039,500,NA,3.1,0,38.6,NA
29627,737040,513,NA,3.1,0,38.9,NA
29628,737041,0,NA,0.37,0.06,0.9,NA
29628,737042,2,NA,0.37,0.06,0.9,NA
29628,737043,10,NA,0.37,0.06,0.9,NA
29628,737044,11,NA,0.37,0.06,0.9,NA
29628,737045,20,NA,0.37,0.06,0.9,NA
29628,737046,30,NA,0.37,0.06,0.9,NA
29628,737047,31,NA,0.37,0.06,0.9,NA
29628,737048,40,NA,0.46,0.12,2.1,NA
29628,737049,50,NA,0.81,0.21,7.4,NA
29628,737050,61,NA,1.02,0.11,10.9,NA
29628,737051,71,NA,1.16,0.18,12.8,NA
29628,737052,75,NA,1.23,0.18,13.8,NA
29628,737053,85,NA,1.4,0.13,16.4,NA
29628,737054,100,NA,1.59,0.06,19.7,NA
29628,737055,120,NA,1.97,0.02,24.6,NA
29628,737056,125,NA,2,0.02,25.1,NA
29628,737057,140,NA,2.05,0.02,25.7,NA
29628,737058,150,NA,2.09,0.02,26.2,NA
29628,737059,170,NA,2.17,0.01,27.2,NA
29628,737060,199,NA,2.25,0.01,28.4,NA
29628,737061,200,NA,2.25,0.01,28.4,NA
29628,737062,230,NA,2.31,0.01,29.3,NA
29628,737063,250,NA,2.4,0.02,30.2,NA
29628,737064,270,NA,2.47,0.02,31,NA
29628,737065,292,NA,2.47,0.02,31,NA
29629,737066,0,NA,0.28,0,0.1,NA
29629,737067,2,NA,0.28,0,0.1,NA
29629,737068,10,NA,0.29,0,0.1,NA
29629,737069,11,NA,0.29,0,0.1,NA
29629,737070,20,NA,0.28,0,0.1,NA
29629,737071,30,NA,0.28,0,0.1,NA
29629,737072,40,NA,0.42,0.17,1.1,NA
29629,737073,50,NA,0.61,0.18,4.1,NA
29629,737074,60,NA,0.74,0.07,6.4,NA
29629,737075,70,NA,0.94,0.02,10,NA
29629,737076,75,NA,1.06,0.02,12.1,NA
29629,737077,85,NA,1.3,0.01,15.8,NA
29629,737078,99,NA,1.52,0.01,18.7,NA
29629,737079,100,NA,1.53,0.01,18.8,NA
29629,737080,119,NA,1.7,0.01,21,NA
29629,737081,125,NA,1.77,0.01,21.8,NA
29629,737082,139,NA,1.92,0,23.7,NA
29629,737083,150,NA,2.01,0,24.8,NA
29629,737084,169,NA,2.13,0,26.4,NA
29629,737085,199,NA,2.24,0,28,NA
29629,737086,200,NA,2.24,0,28.1,NA
29629,737087,229,NA,2.34,0,29.5,NA
29629,737088,250,NA,2.4,0,30.4,NA
29629,737089,268,NA,2.46,0,31.1,NA
29629,737090,300,NA,2.58,0,32.5,NA
29629,737091,318,NA,2.65,0,33.3,NA
29629,737092,377,NA,2.83,0,35.5,NA
29629,737093,400,NA,2.91,0,36.4,NA
29629,737094,438,NA,3.02,0,37.8,NA
29629,737095,500,NA,3.13,0,39,NA
29629,737096,512,NA,3.15,0,39.2,NA
29630,737097,0,0.96,0.36,0.02,0.1,NA
29630,737098,2,0.96,0.36,0.02,0.1,NA
29630,737099,6,0.4,0.36,0.02,0.1,NA
29630,737100,10,0.17,0.36,0.02,0.1,NA
29630,737101,11,0.14,0.36,0.02,0.1,NA
29630,737102,16,0.04,0.35,0.02,0.1,NA
29630,737103,20,0.03,0.35,0.02,0.1,NA
29630,737104,22,0.02,0.35,0.02,0.1,NA
29630,737105,30,0,0.31,0.01,0.1,NA
29630,737106,40,NA,0.46,0.06,1.3,NA
29630,737107,50,NA,0.48,0.07,1.6,NA
29630,737108,51,NA,0.48,0.07,1.6,NA
29631,737109,0,NA,0.43,0.18,1,NA
29631,737110,2,NA,0.43,0.18,1,NA
29631,737111,5,NA,0.43,0.19,1.1,NA
