Date,Latitude,Longitude,Species,abundance_m2,abundance_log
1996-04-23,33.317,-119.667,Thysanoessa spinifera - All phases and stages,24.345,3.1923264896346644
1996-04-23,33.15,-120.0,Thysanoessa spinifera - All phases and stages,26.81900000000001,3.289110591550652
1996-04-23,32.983000000000004,-120.35,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-23,32.65,-121.03299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-24,32.317,-121.71700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-24,32.0,-122.4,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-26,33.75,-120.417,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-26,33.25,-121.45,Thysanoessa spinifera - All phases and stages,37.88800000000001,3.6346344392615406
1996-04-27,34.45,-120.53299999999999,Thysanoessa spinifera - All phases and stages,242.80700000000002,5.492266889082773
1996-04-27,34.317,-120.8,Thysanoessa spinifera - All phases and stages,118.164,4.772073490053665
1996-04-27,34.283,-120.03299999999999,Thysanoessa spinifera - All phases and stages,484.161,6.182417496030773
1996-04-27,34.233000000000004,-119.417,Thysanoessa spinifera - All phases and stages,56.997,4.0429986348705125
1996-04-27,34.183,-119.51700000000001,Thysanoessa spinifera - All phases and stages,239.449,5.478340450542688
1996-04-27,33.883,-120.133,Thysanoessa spinifera - All phases and stages,983.442,6.891058663034721
1996-04-28,34.15,-121.15,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-28,33.817,-121.85,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-30,34.883,-121.2,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-30,34.717,-121.55,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-30,34.383,-122.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-04-30,34.05,-122.95,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1996-05-01,35.083,-120.78299999999999,Thysanoessa spinifera - All phases and stages,800.732,6.685526309310606
1996-05-01,35.016999999999996,-120.917,Thysanoessa spinifera - All phases and stages,98.676,4.591841755776759
1997-01-29,32.95,-117.3,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-29,32.917,-117.4,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-29,32.85,-117.53299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-29,32.683,-117.867,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-30,32.516999999999996,-118.21700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-30,32.35,-118.55,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-30,32.183,-118.9,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-30,32.016999999999996,-119.23299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-30,31.85,-119.56700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-01-31,31.517,-120.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-03,32.65,-119.48299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-03,32.417,-119.96700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-03,32.083,-120.633,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-03,31.75,-121.31700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-04,33.483000000000004,-117.76700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-04,33.417,-117.9,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-04,33.25,-118.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-04,33.183,-118.383,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-04,32.917,-118.93299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-05,33.883,-118.48299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-05,33.817,-118.633,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-05,33.65,-118.98299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-05,33.483000000000004,-119.31700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-05,33.317,-119.667,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-05,33.167,-120.0,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-06,32.983000000000004,-120.35,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-06,32.65,-121.03299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-06,32.317,-121.71700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-06,31.983,-122.4,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-08,32.917,-122.133,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-09,34.233000000000004,-119.417,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-09,34.183,-119.51700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-09,33.883,-120.133,Thysanoessa spinifera - All phases and stages,4.663,1.539659017826184
1997-02-09,33.75,-120.417,Thysanoessa spinifera - All phases and stages,11.544,2.4461658214715696
1997-02-09,33.583,-120.75,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-09,33.25,-121.45,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-10,34.45,-120.51700000000001,Thysanoessa spinifera - All phases and stages,2.841,1.044156102872051
1997-02-10,34.317,-120.8,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-10,34.15,-121.15,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-10,33.817,-121.85,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-10,34.283,-120.03299999999999,Thysanoessa spinifera - All phases and stages,57.083999999999996,4.044523867238144
1997-02-11,33.483000000000004,-122.53299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-13,34.883,-121.2,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-13,34.717,-121.55,Thysanoessa spinifera - All phases and stages,3.591,1.2784307152439458
1997-02-13,34.55,-121.9,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-13,34.383,-122.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-14,35.083,-120.78299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-02-14,35.016999999999996,-120.917,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-02,32.95,-117.3,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-02,32.917,-117.4,Thysanoessa spinifera - All phases and stages,11.257,2.420990157372667
1997-04-02,32.85,-117.53299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-02,32.683,-117.867,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-03,32.516999999999996,-118.21700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-03,32.35,-118.56700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-03,32.183,-118.883,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-03,32.016999999999996,-119.23299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-03,31.85,-119.56700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-04,31.517,-120.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-06,31.75,-121.31700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-07,32.65,-119.48299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-07,32.417,-119.96700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-07,32.083,-120.633,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-08,33.483000000000004,-117.76700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-08,33.417,-117.9,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-08,33.25,-118.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-08,33.183,-118.383,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-08,32.917,-118.93299999999999,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-09,33.883,-118.5,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-09,33.833,-118.633,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-09,33.65,-118.96700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-11,32.65,-121.01700000000001,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-13,32.917,-122.133,Thysanoessa spinifera - All phases and stages,3.935,1.3699108818693666
1997-04-14,34.183,-119.51700000000001,Thysanoessa spinifera - All phases and stages,9.797,2.2820762163625052
1997-04-14,33.883,-120.133,Thysanoessa spinifera - All phases and stages,11.936,2.479559043461405
1997-04-14,33.75,-120.417,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-14,33.583,-120.75,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-14,33.25,-121.45,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-15,34.45,-120.51700000000001,Thysanoessa spinifera - All phases and stages,12.4,2.517696472610991
1997-04-15,34.317,-120.8,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-15,34.15,-121.15,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-15,34.283,-120.03299999999999,Thysanoessa spinifera - All phases and stages,23.999000000000002,3.178012162813199
1997-04-15,34.217,-119.417,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-16,33.817,-121.85,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1997-04-17,34.05,-122.95,Thysanoessa spinifera - All phases and stages,9.129,2.211456159582944
1997-04-18,34.717,-121.55,Thysanoessa spinifera - All phases and stages,63.228,4.146747241015149
1997-04-18,34.383,-122.25,Thysanoessa spinifera - All phases and stages,15.254000000000001,2.724841763742047
1997-04-19,35.083,-120.78299999999999,Thysanoessa spinifera - All phases and stages,1.6869999999999998,0.5229518035638312
1997-04-19,35.016999999999996,-120.917,Thysanoessa spinifera - All phases and stages,93.415,4.537051931911801
1997-04-19,34.883,-121.2,Thysanoessa spinifera - All phases and stages,95.274,4.556756950772015
1998-01-23,32.95,-117.3,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-23,32.917,-117.4,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-23,32.85,-117.53,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-23,32.683,-117.87,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-24,32.516999999999996,-118.22,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-24,32.35,-118.55,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-24,32.183,-118.9,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-24,32.016999999999996,-119.23,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-24,31.85,-119.57,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-25,31.517,-120.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-27,31.75,-121.32,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-28,33.183,-118.38,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-28,32.917,-118.93,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-28,32.65,-119.48,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-28,32.417,-119.97,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-28,32.083,-120.63,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-29,33.883,-118.48,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-29,33.817,-118.62,Thysanoessa spinifera - All phases and stages,0.473,-0.7486598904902041
1998-01-29,33.483000000000004,-117.77,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-29,33.417,-117.9,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-29,33.25,-118.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-30,33.667,-118.98,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-30,33.483000000000004,-119.32,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-30,33.333,-119.67,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-30,33.15,-120.0,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-31,32.983000000000004,-120.35,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-01-31,32.333,-121.72,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-04,33.75,-120.42,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-04,33.583,-120.75,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-04,33.25,-121.45,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-05,34.266999999999996,-120.02,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-05,34.233000000000004,-119.42,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-05,34.183,-119.52,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-05,33.883,-120.13,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-07,34.317,-120.8,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-07,33.817,-121.85,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-08,33.483000000000004,-122.53,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-09,34.383,-122.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-09,34.05,-122.93,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-10,35.083,-120.78,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-10,35.016999999999996,-120.92,Thysanoessa spinifera - All phases and stages,1.673,0.514618422004687
1998-02-10,34.883,-121.2,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-02-10,34.717,-121.55,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-02,32.95,-117.3,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-02,32.917,-117.4,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-02,32.85,-117.53,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-03,32.683,-117.87,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-03,32.516999999999996,-118.22,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-03,32.35,-118.55,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-03,32.183,-118.9,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-03,32.016999999999996,-119.23,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-04,31.85,-119.57,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-04,31.517,-120.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-04,31.183000000000003,-120.92,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-05,30.85,-121.58,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-07,32.417,-119.97,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-07,32.083,-120.63,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-07,31.75,-121.32,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-08,33.483000000000004,-117.77,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-08,33.25,-118.25,Thysanoessa spinifera - All phases and stages,6.273,1.8362547091146062
1998-04-08,33.183,-118.38,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-08,32.917,-118.93,Thysanoessa spinifera - All phases and stages,13.07,2.570319527636131
1998-04-08,32.65,-119.48,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-09,33.883,-118.48,Thysanoessa spinifera - All phases and stages,0.423,-0.8603830999358592
1998-04-09,33.817,-118.63,Thysanoessa spinifera - All phases and stages,3.627,1.2884058603007653
1998-04-09,33.65,-118.97,Thysanoessa spinifera - All phases and stages,60.077,4.09562707278706
1998-04-09,33.483000000000004,-119.32,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-09,33.317,-119.67,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-09,33.417,-117.9,Thysanoessa spinifera - All phases and stages,5.9979999999999976,1.791426080326817
1998-04-10,33.15,-120.0,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-10,32.983000000000004,-120.35,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-10,32.65,-121.03,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-10,32.317,-121.72,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-13,33.75,-120.42,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-13,33.583,-120.75,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-13,33.25,-121.45,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-13,32.917,-122.13,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-14,34.45,-120.52,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-14,34.283,-120.03,Thysanoessa spinifera - All phases and stages,7.105,1.960798761549064
1998-04-14,34.233000000000004,-119.42,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-14,34.183,-119.52,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-14,33.883,-120.13,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-15,34.317,-120.8,Thysanoessa spinifera - All phases and stages,35.539,3.5706306850205705
1998-04-15,34.15,-121.15,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-15,33.817,-121.85,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-15,33.483000000000004,-122.53,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-17,35.016999999999996,-120.92,Thysanoessa spinifera - All phases and stages,55.126999999999995,4.009639614288003
1998-04-17,34.883,-121.2,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-17,34.717,-121.55,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-17,34.383,-122.25,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-17,34.05,-122.95,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-18,35.633,-121.28,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-18,35.48300000000001,-121.62,Thysanoessa spinifera - All phases and stages,71.976,4.2763327301148175
1998-04-18,35.317,-121.97,Thysanoessa spinifera - All phases and stages,117.86399999999999,4.769531417405053
1998-04-18,35.15,-122.32,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
1998-04-18,35.083,-120.78,Thysanoessa spinifera - All phases and stages,45.032,3.8073733481617253
1998-04-19,35.2,-123.77,Thysanoessa spinifera - All phases and stages,1e-08,-18.420680743952367
