Date,Latitude,Longitude,Abundance per m2,Species
1996-02-11,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
1996-02-11,34.283,-120.033,811.189,Thysanoessa spinifera - All phases and stages
1996-02-11,34.233000000000004,-119.417,3.797,Thysanoessa spinifera - All phases and stages
1996-02-11,34.183,-119.5,608.007,Thysanoessa spinifera - All phases and stages
1996-02-12,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1996-02-14,35.083,-120.783,257.64,Thysanoessa spinifera - All phases and stages
1996-02-14,35.017,-120.917,373.511,Thysanoessa spinifera - All phases and stages
1996-02-14,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
1996-02-14,34.717,-121.55,96.495,Thysanoessa spinifera - All phases and stages
1996-04-15,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1996-04-15,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1996-04-15,32.85,-117.533,0.0,Thysanoessa spinifera - All phases and stages
1996-04-15,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
1996-04-16,32.517,-118.217,0.0,Thysanoessa spinifera - All phases and stages
1996-04-16,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1996-04-16,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1996-04-16,32.017,-119.233,0.0,Thysanoessa spinifera - All phases and stages
1996-04-16,31.85,-119.567,0.0,Thysanoessa spinifera - All phases and stages
1996-04-17,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1996-04-19,31.417,-122.0,0.0,Thysanoessa spinifera - All phases and stages
1996-04-20,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
1996-04-20,31.75,-121.317,0.0,Thysanoessa spinifera - All phases and stages
1996-04-21,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
1996-04-21,32.917,-118.933,0.0,Thysanoessa spinifera - All phases and stages
1996-04-22,33.883,-118.483,4.205,Thysanoessa spinifera - All phases and stages
1996-04-22,33.833,-118.633,232.224,Thysanoessa spinifera - All phases and stages
1996-04-22,33.65,-118.983,0.0,Thysanoessa spinifera - All phases and stages
1996-04-22,33.483000000000004,-117.767,0.0,Thysanoessa spinifera - All phases and stages
1996-04-22,33.417,-117.9,11.772,Thysanoessa spinifera - All phases and stages
1996-04-22,33.25,-118.25,2.5660000000000003,Thysanoessa spinifera - All phases and stages
1996-04-23,33.483000000000004,-119.317,55.346,Thysanoessa spinifera - All phases and stages
1996-04-23,33.317,-119.667,24.345,Thysanoessa spinifera - All phases and stages
1996-04-23,33.15,-120.0,26.819000000000006,Thysanoessa spinifera - All phases and stages
1996-04-23,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
1996-04-23,32.65,-121.033,0.0,Thysanoessa spinifera - All phases and stages
1996-04-24,32.317,-121.717,0.0,Thysanoessa spinifera - All phases and stages
1996-04-24,32.0,-122.4,0.0,Thysanoessa spinifera - All phases and stages
1996-04-26,33.75,-120.417,0.0,Thysanoessa spinifera - All phases and stages
1996-04-26,33.25,-121.45,37.88800000000001,Thysanoessa spinifera - All phases and stages
1996-04-27,34.45,-120.533,242.807,Thysanoessa spinifera - All phases and stages
1996-04-27,34.317,-120.8,118.164,Thysanoessa spinifera - All phases and stages
1996-04-27,34.283,-120.033,484.161,Thysanoessa spinifera - All phases and stages
1996-04-27,34.233000000000004,-119.417,56.997,Thysanoessa spinifera - All phases and stages
1996-04-27,34.183,-119.517,239.449,Thysanoessa spinifera - All phases and stages
1996-04-27,33.883,-120.133,983.442,Thysanoessa spinifera - All phases and stages
1996-04-28,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
1996-04-28,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1996-04-30,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
1996-04-30,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
1996-04-30,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
1996-04-30,34.05,-122.95,0.0,Thysanoessa spinifera - All phases and stages
1996-05-01,35.083,-120.783,800.732,Thysanoessa spinifera - All phases and stages
1996-05-01,35.017,-120.917,98.676,Thysanoessa spinifera - All phases and stages
1997-01-29,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1997-01-29,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1997-01-29,32.85,-117.533,0.0,Thysanoessa spinifera - All phases and stages
1997-01-29,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
1997-01-30,32.517,-118.217,0.0,Thysanoessa spinifera - All phases and stages
1997-01-30,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1997-01-30,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1997-01-30,32.017,-119.233,0.0,Thysanoessa spinifera - All phases and stages
1997-01-30,31.85,-119.567,0.0,Thysanoessa spinifera - All phases and stages
1997-01-31,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1997-02-03,32.65,-119.483,0.0,Thysanoessa spinifera - All phases and stages
1997-02-03,32.417,-119.967,0.0,Thysanoessa spinifera - All phases and stages
1997-02-03,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
1997-02-03,31.75,-121.317,0.0,Thysanoessa spinifera - All phases and stages
1997-02-04,33.483000000000004,-117.767,0.0,Thysanoessa spinifera - All phases and stages
1997-02-04,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
1997-02-04,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
1997-02-04,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
1997-02-04,32.917,-118.933,0.0,Thysanoessa spinifera - All phases and stages
1997-02-05,33.883,-118.483,0.0,Thysanoessa spinifera - All phases and stages
1997-02-05,33.817,-118.633,0.0,Thysanoessa spinifera - All phases and stages
1997-02-05,33.65,-118.983,0.0,Thysanoessa spinifera - All phases and stages
1997-02-05,33.483000000000004,-119.317,0.0,Thysanoessa spinifera - All phases and stages
1997-02-05,33.317,-119.667,0.0,Thysanoessa spinifera - All phases and stages
1997-02-05,33.167,-120.0,0.0,Thysanoessa spinifera - All phases and stages
1997-02-06,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
1997-02-06,32.65,-121.033,0.0,Thysanoessa spinifera - All phases and stages
1997-02-06,32.317,-121.717,0.0,Thysanoessa spinifera - All phases and stages
1997-02-06,31.983,-122.4,0.0,Thysanoessa spinifera - All phases and stages
1997-02-08,32.917,-122.133,0.0,Thysanoessa spinifera - All phases and stages
1997-02-09,34.233000000000004,-119.417,0.0,Thysanoessa spinifera - All phases and stages
1997-02-09,34.183,-119.517,0.0,Thysanoessa spinifera - All phases and stages
1997-02-09,33.883,-120.133,4.663,Thysanoessa spinifera - All phases and stages
1997-02-09,33.75,-120.417,11.544,Thysanoessa spinifera - All phases and stages
1997-02-09,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
1997-02-09,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
1997-02-10,34.45,-120.517,2.841,Thysanoessa spinifera - All phases and stages
1997-02-10,34.317,-120.8,0.0,Thysanoessa spinifera - All phases and stages
1997-02-10,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
1997-02-10,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1997-02-10,34.283,-120.033,57.084,Thysanoessa spinifera - All phases and stages
1997-02-11,33.483000000000004,-122.533,0.0,Thysanoessa spinifera - All phases and stages
1997-02-13,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
1997-02-13,34.717,-121.55,3.591,Thysanoessa spinifera - All phases and stages
1997-02-13,34.55,-121.9,0.0,Thysanoessa spinifera - All phases and stages
1997-02-13,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
1997-02-14,35.083,-120.783,0.0,Thysanoessa spinifera - All phases and stages
1997-02-14,35.017,-120.917,0.0,Thysanoessa spinifera - All phases and stages
1997-04-02,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1997-04-02,32.917,-117.4,11.257,Thysanoessa spinifera - All phases and stages
1997-04-02,32.85,-117.533,0.0,Thysanoessa spinifera - All phases and stages
1997-04-02,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
1997-04-03,32.517,-118.217,0.0,Thysanoessa spinifera - All phases and stages
1997-04-03,32.35,-118.567,0.0,Thysanoessa spinifera - All phases and stages
1997-04-03,32.183,-118.883,0.0,Thysanoessa spinifera - All phases and stages
1997-04-03,32.017,-119.233,0.0,Thysanoessa spinifera - All phases and stages
1997-04-03,31.85,-119.567,0.0,Thysanoessa spinifera - All phases and stages
1997-04-04,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1997-04-06,31.75,-121.317,0.0,Thysanoessa spinifera - All phases and stages
1997-04-07,32.65,-119.483,0.0,Thysanoessa spinifera - All phases and stages
1997-04-07,32.417,-119.967,0.0,Thysanoessa spinifera - All phases and stages
1997-04-07,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
1997-04-08,33.483000000000004,-117.767,0.0,Thysanoessa spinifera - All phases and stages
1997-04-08,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
1997-04-08,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
1997-04-08,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
1997-04-08,32.917,-118.933,0.0,Thysanoessa spinifera - All phases and stages
1997-04-09,33.883,-118.5,0.0,Thysanoessa spinifera - All phases and stages
1997-04-09,33.833,-118.633,0.0,Thysanoessa spinifera - All phases and stages
1997-04-09,33.65,-118.967,0.0,Thysanoessa spinifera - All phases and stages
1997-04-11,32.65,-121.017,0.0,Thysanoessa spinifera - All phases and stages
1997-04-13,32.917,-122.133,3.935,Thysanoessa spinifera - All phases and stages
1997-04-14,34.183,-119.517,9.797,Thysanoessa spinifera - All phases and stages
1997-04-14,33.883,-120.133,11.936,Thysanoessa spinifera - All phases and stages
1997-04-14,33.75,-120.417,0.0,Thysanoessa spinifera - All phases and stages
1997-04-14,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
1997-04-14,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
1997-04-15,34.45,-120.517,12.4,Thysanoessa spinifera - All phases and stages
1997-04-15,34.317,-120.8,0.0,Thysanoessa spinifera - All phases and stages
1997-04-15,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
1997-04-15,34.283,-120.033,23.999,Thysanoessa spinifera - All phases and stages
1997-04-15,34.217,-119.417,0.0,Thysanoessa spinifera - All phases and stages
1997-04-16,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1997-04-17,34.05,-122.95,9.129,Thysanoessa spinifera - All phases and stages
1997-04-18,34.717,-121.55,63.228,Thysanoessa spinifera - All phases and stages
1997-04-18,34.383,-122.25,15.254,Thysanoessa spinifera - All phases and stages
1997-04-19,35.083,-120.783,1.6869999999999998,Thysanoessa spinifera - All phases and stages
1997-04-19,35.017,-120.917,93.415,Thysanoessa spinifera - All phases and stages
1997-04-19,34.883,-121.2,95.274,Thysanoessa spinifera - All phases and stages
1998-01-23,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1998-01-23,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1998-01-23,32.85,-117.53,0.0,Thysanoessa spinifera - All phases and stages
1998-01-23,32.683,-117.87,0.0,Thysanoessa spinifera - All phases and stages
1998-01-24,32.517,-118.22,0.0,Thysanoessa spinifera - All phases and stages
1998-01-24,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1998-01-24,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1998-01-24,32.017,-119.23,0.0,Thysanoessa spinifera - All phases and stages
1998-01-24,31.85,-119.57,0.0,Thysanoessa spinifera - All phases and stages
1998-01-25,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1998-01-27,31.75,-121.32,0.0,Thysanoessa spinifera - All phases and stages
1998-01-28,33.183,-118.38,0.0,Thysanoessa spinifera - All phases and stages
1998-01-28,32.917,-118.93,0.0,Thysanoessa spinifera - All phases and stages
1998-01-28,32.65,-119.48,0.0,Thysanoessa spinifera - All phases and stages
1998-01-28,32.417,-119.97,0.0,Thysanoessa spinifera - All phases and stages
1998-01-28,32.083,-120.63,0.0,Thysanoessa spinifera - All phases and stages
1998-01-29,33.883,-118.48,0.0,Thysanoessa spinifera - All phases and stages
1998-01-29,33.817,-118.62,0.473,Thysanoessa spinifera - All phases and stages
1998-01-29,33.483000000000004,-117.77,0.0,Thysanoessa spinifera - All phases and stages
1998-01-29,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
1998-01-29,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
1998-01-30,33.667,-118.98,0.0,Thysanoessa spinifera - All phases and stages
1998-01-30,33.483000000000004,-119.32,0.0,Thysanoessa spinifera - All phases and stages
1998-01-30,33.333,-119.67,0.0,Thysanoessa spinifera - All phases and stages
1998-01-30,33.15,-120.0,0.0,Thysanoessa spinifera - All phases and stages
1998-01-31,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
1998-01-31,32.333,-121.72,0.0,Thysanoessa spinifera - All phases and stages
1998-02-04,33.75,-120.42,0.0,Thysanoessa spinifera - All phases and stages
1998-02-04,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
1998-02-04,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
1998-02-05,34.267,-120.02,0.0,Thysanoessa spinifera - All phases and stages
1998-02-05,34.233000000000004,-119.42,0.0,Thysanoessa spinifera - All phases and stages
1998-02-05,34.183,-119.52,0.0,Thysanoessa spinifera - All phases and stages
1998-02-05,33.883,-120.13,0.0,Thysanoessa spinifera - All phases and stages
1998-02-07,34.317,-120.8,0.0,Thysanoessa spinifera - All phases and stages
1998-02-07,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1998-02-08,33.483000000000004,-122.53,0.0,Thysanoessa spinifera - All phases and stages
1998-02-09,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
1998-02-09,34.05,-122.93,0.0,Thysanoessa spinifera - All phases and stages
1998-02-10,35.083,-120.78,0.0,Thysanoessa spinifera - All phases and stages
1998-02-10,35.017,-120.92,1.673,Thysanoessa spinifera - All phases and stages
1998-02-10,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
1998-02-10,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
1998-04-02,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1998-04-02,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1998-04-02,32.85,-117.53,0.0,Thysanoessa spinifera - All phases and stages
1998-04-03,32.683,-117.87,0.0,Thysanoessa spinifera - All phases and stages
1998-04-03,32.517,-118.22,0.0,Thysanoessa spinifera - All phases and stages
1998-04-03,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1998-04-03,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1998-04-03,32.017,-119.23,0.0,Thysanoessa spinifera - All phases and stages
1998-04-04,31.85,-119.57,0.0,Thysanoessa spinifera - All phases and stages
1998-04-04,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1998-04-04,31.183000000000003,-120.92,0.0,Thysanoessa spinifera - All phases and stages
1998-04-05,30.85,-121.58,0.0,Thysanoessa spinifera - All phases and stages
1998-04-07,32.417,-119.97,0.0,Thysanoessa spinifera - All phases and stages
1998-04-07,32.083,-120.63,0.0,Thysanoessa spinifera - All phases and stages
1998-04-07,31.75,-121.32,0.0,Thysanoessa spinifera - All phases and stages
1998-04-08,33.483000000000004,-117.77,0.0,Thysanoessa spinifera - All phases and stages
1998-04-08,33.25,-118.25,6.273,Thysanoessa spinifera - All phases and stages
1998-04-08,33.183,-118.38,0.0,Thysanoessa spinifera - All phases and stages
1998-04-08,32.917,-118.93,13.07,Thysanoessa spinifera - All phases and stages
1998-04-08,32.65,-119.48,0.0,Thysanoessa spinifera - All phases and stages
1998-04-09,33.883,-118.48,0.423,Thysanoessa spinifera - All phases and stages
1998-04-09,33.817,-118.63,3.627,Thysanoessa spinifera - All phases and stages
1998-04-09,33.65,-118.97,60.077,Thysanoessa spinifera - All phases and stages
1998-04-09,33.483000000000004,-119.32,0.0,Thysanoessa spinifera - All phases and stages
1998-04-09,33.317,-119.67,0.0,Thysanoessa spinifera - All phases and stages
1998-04-09,33.417,-117.9,5.997999999999998,Thysanoessa spinifera - All phases and stages
1998-04-10,33.15,-120.0,0.0,Thysanoessa spinifera - All phases and stages
1998-04-10,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
1998-04-10,32.65,-121.03,0.0,Thysanoessa spinifera - All phases and stages
1998-04-10,32.317,-121.72,0.0,Thysanoessa spinifera - All phases and stages
1998-04-13,33.75,-120.42,0.0,Thysanoessa spinifera - All phases and stages
1998-04-13,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
1998-04-13,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
1998-04-13,32.917,-122.13,0.0,Thysanoessa spinifera - All phases and stages
1998-04-14,34.45,-120.52,0.0,Thysanoessa spinifera - All phases and stages
1998-04-14,34.283,-120.03,7.105,Thysanoessa spinifera - All phases and stages
1998-04-14,34.233000000000004,-119.42,0.0,Thysanoessa spinifera - All phases and stages
1998-04-14,34.183,-119.52,0.0,Thysanoessa spinifera - All phases and stages
1998-04-14,33.883,-120.13,0.0,Thysanoessa spinifera - All phases and stages
1998-04-15,34.317,-120.8,35.539,Thysanoessa spinifera - All phases and stages
1998-04-15,34.15,-121.15,0.0,Thysanoessa spinifera - All phases and stages
1998-04-15,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1998-04-15,33.483000000000004,-122.53,0.0,Thysanoessa spinifera - All phases and stages
1998-04-17,35.017,-120.92,55.127,Thysanoessa spinifera - All phases and stages
1998-04-17,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
1998-04-17,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
1998-04-17,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
1998-04-17,34.05,-122.95,0.0,Thysanoessa spinifera - All phases and stages
1998-04-18,35.633,-121.28,0.0,Thysanoessa spinifera - All phases and stages
1998-04-18,35.48300000000001,-121.62,71.976,Thysanoessa spinifera - All phases and stages
1998-04-18,35.317,-121.97,117.864,Thysanoessa spinifera - All phases and stages
1998-04-18,35.15,-122.32,0.0,Thysanoessa spinifera - All phases and stages
1998-04-18,35.083,-120.78,45.032,Thysanoessa spinifera - All phases and stages
1998-04-19,35.2,-123.77,0.0,Thysanoessa spinifera - All phases and stages
1998-04-19,34.983000000000004,-122.67,0.0,Thysanoessa spinifera - All phases and stages
1998-04-19,34.65,-123.37,0.0,Thysanoessa spinifera - All phases and stages
1998-04-20,36.183,-121.73,119.495,Thysanoessa spinifera - All phases and stages
1998-04-20,36.05,-122.02,38.02,Thysanoessa spinifera - All phases and stages
1998-04-20,35.883,-122.37,57.544,Thysanoessa spinifera - All phases and stages
1998-04-20,35.717,-122.72,9.072,Thysanoessa spinifera - All phases and stages
1998-04-20,35.55,-123.07,0.0,Thysanoessa spinifera - All phases and stages
1998-04-21,36.817,-121.98,713.538,Thysanoessa spinifera - All phases and stages
1998-04-21,36.783,-122.05,3966.653,Thysanoessa spinifera - All phases and stages
1998-04-21,36.617,-122.42,0.0,Thysanoessa spinifera - All phases and stages
1998-04-21,36.45,-122.77,8.51,Thysanoessa spinifera - All phases and stages
1998-04-21,36.283,-123.13,3.283,Thysanoessa spinifera - All phases and stages
1998-04-21,36.117,-123.48,0.0,Thysanoessa spinifera - All phases and stages
1998-04-22,35.783,-124.2,8.539,Thysanoessa spinifera - All phases and stages
1999-01-09,32.95,-117.3,0.0,Thysanoessa spinifera - All phases and stages
1999-01-09,32.917,-117.4,0.0,Thysanoessa spinifera - All phases and stages
1999-01-09,32.85,-117.533,0.0,Thysanoessa spinifera - All phases and stages
1999-01-09,32.683,-117.867,0.0,Thysanoessa spinifera - All phases and stages
1999-01-10,32.517,-118.217,0.0,Thysanoessa spinifera - All phases and stages
1999-01-10,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1999-01-10,32.183,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1999-01-10,32.017,-119.233,0.0,Thysanoessa spinifera - All phases and stages
1999-01-10,31.85,-119.567,0.0,Thysanoessa spinifera - All phases and stages
1999-01-11,31.517,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1999-01-11,31.183000000000003,-120.917,0.0,Thysanoessa spinifera - All phases and stages
1999-01-11,30.85,-121.583,0.0,Thysanoessa spinifera - All phases and stages
1999-01-12,30.75,-123.333,0.0,Thysanoessa spinifera - All phases and stages
1999-01-12,30.417,-124.0,0.0,Thysanoessa spinifera - All phases and stages
1999-01-13,31.083,-122.667,0.0,Thysanoessa spinifera - All phases and stages
1999-01-13,32.083,-120.633,0.0,Thysanoessa spinifera - All phases and stages
1999-01-13,31.75,-121.317,0.0,Thysanoessa spinifera - All phases and stages
1999-01-13,31.417,-121.983,0.0,Thysanoessa spinifera - All phases and stages
1999-01-14,32.917,-118.933,0.0,Thysanoessa spinifera - All phases and stages
1999-01-14,32.65,-119.483,0.0,Thysanoessa spinifera - All phases and stages
1999-01-14,32.417,-119.967,0.0,Thysanoessa spinifera - All phases and stages
1999-01-15,33.417,-117.9,0.0,Thysanoessa spinifera - All phases and stages
1999-01-15,33.25,-118.25,0.0,Thysanoessa spinifera - All phases and stages
1999-01-15,33.183,-118.383,0.0,Thysanoessa spinifera - All phases and stages
1999-01-16,33.883,-118.483,6.5520000000000005,Thysanoessa spinifera - All phases and stages
1999-01-16,33.817,-118.633,0.0,Thysanoessa spinifera - All phases and stages
1999-01-16,33.483000000000004,-117.767,0.0,Thysanoessa spinifera - All phases and stages
1999-01-17,33.65,-118.983,0.0,Thysanoessa spinifera - All phases and stages
1999-01-17,33.483000000000004,-119.317,0.0,Thysanoessa spinifera - All phases and stages
1999-01-17,33.317,-119.667,13.416,Thysanoessa spinifera - All phases and stages
1999-01-17,33.15,-120.0,0.0,Thysanoessa spinifera - All phases and stages
1999-01-17,32.983000000000004,-120.35,0.0,Thysanoessa spinifera - All phases and stages
1999-01-18,32.65,-121.033,0.0,Thysanoessa spinifera - All phases and stages
1999-01-18,31.983,-122.4,0.0,Thysanoessa spinifera - All phases and stages
1999-01-20,33.75,-120.417,15.788,Thysanoessa spinifera - All phases and stages
1999-01-20,33.583,-120.75,0.0,Thysanoessa spinifera - All phases and stages
1999-01-20,33.25,-121.45,0.0,Thysanoessa spinifera - All phases and stages
1999-01-20,32.917,-122.133,0.0,Thysanoessa spinifera - All phases and stages
1999-01-21,34.45,-120.517,6.069,Thysanoessa spinifera - All phases and stages
1999-01-21,34.283,-120.033,0.0,Thysanoessa spinifera - All phases and stages
1999-01-21,34.233000000000004,-119.417,0.0,Thysanoessa spinifera - All phases and stages
1999-01-21,34.183,-119.517,0.0,Thysanoessa spinifera - All phases and stages
1999-01-21,33.883,-120.133,0.0,Thysanoessa spinifera - All phases and stages
1999-01-22,34.15,-121.15,8.924,Thysanoessa spinifera - All phases and stages
1999-01-22,33.817,-121.85,0.0,Thysanoessa spinifera - All phases and stages
1999-01-22,33.483000000000004,-122.533,0.0,Thysanoessa spinifera - All phases and stages
1999-01-22,33.15,-123.217,0.0,Thysanoessa spinifera - All phases and stages
1999-01-24,35.083,-120.783,0.0,Thysanoessa spinifera - All phases and stages
1999-01-24,34.883,-121.2,0.0,Thysanoessa spinifera - All phases and stages
1999-01-24,34.717,-121.55,0.0,Thysanoessa spinifera - All phases and stages
1999-01-24,34.383,-122.25,0.0,Thysanoessa spinifera - All phases and stages
1999-01-24,34.05,-122.95,0.0,Thysanoessa spinifera - All phases and stages
1999-01-25,35.017,-120.917,19.621,Thysanoessa spinifera - All phases and stages
1999-04-01,32.95,-117.3,13.818,Thysanoessa spinifera - All phases and stages
1999-04-01,32.9167,-117.4,19.35,Thysanoessa spinifera - All phases and stages
1999-04-01,32.85,-117.533,55.688,Thysanoessa spinifera - All phases and stages
1999-04-01,32.6833,-117.867,37.461,Thysanoessa spinifera - All phases and stages
1999-04-02,32.5167,-118.217,0.0,Thysanoessa spinifera - All phases and stages
1999-04-02,32.35,-118.55,0.0,Thysanoessa spinifera - All phases and stages
1999-04-02,32.1833,-118.9,0.0,Thysanoessa spinifera - All phases and stages
1999-04-02,32.0167,-119.233,0.0,Thysanoessa spinifera - All phases and stages
1999-04-02,31.85,-119.567,0.0,Thysanoessa spinifera - All phases and stages
1999-04-03,31.5167,-120.25,0.0,Thysanoessa spinifera - All phases and stages
1999-04-03,31.1833,-120.917,0.0,Thysanoessa spinifera - All phases and stages
